bodyPart,kor_bodyPart,equipment,kor_equipment,gifUrl,id,name,kor_name,target,kor_target
waist,허리,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0595.gif,595,lever seated crunch (chest pad),레버 시트 크런치 (체스트 패드),abs,복근
waist,허리,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/3760.gif,3760,lever seated crunch v. 2,레버 시트 크런치 브이. 2,abs,복근
upper arms,팔 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1451.gif,1451,lever seated dip,레버 시트 디아프,triceps,삼두근
chest,가슴,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0596.gif,596,lever seated fly,레버 시트 플라이,pectorals,가슴
upper legs,다리 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/3759.gif,3759,lever seated good morning,레버 시트 굿 모닝,glutes,둔근
upper legs,다리 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0597.gif,597,lever seated hip abduction,레버 시트 히프 애덕션,abductors,외향근
upper legs,다리 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0598.gif,598,lever seated hip adduction,레버 시트 히프 어덕션,adductors,내전근
upper legs,다리 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0599.gif,599,lever seated leg curl,레버 시트 레그 컬,hamstrings,햄스트링
waist,허리,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0600.gif,600,lever seated leg raise crunch,레버 시트 레그 라이즈 크런치,abs,복근
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0602.gif,602,lever seated reverse fly,레버 시트 리버스 플라이,delts,삼각근
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0601.gif,601,lever seated reverse fly (parallel grip),레버 시트 리버스 플라이 (패럴렐 그립),delts,삼각근
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1350.gif,1350,lever seated row,레버 시트 로,upper back,등 상부
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1454.gif,1454,lever seated shoulder press,레버 시트 숄더 프레스,delts,삼각근
lower legs,다리 하부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1385.gif,1385,lever seated squat calf raise on leg press machine,레버 시트 스쾃 칼프 라이즈 온 레그 프레스 머신,calves,종아리
waist,허리,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1453.gif,1453,lever seated twist,레버 시트 트위스트,abs,복근
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0603.gif,603,lever shoulder press,레버 숄더 프레스,delts,삼각근
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0869.gif,869,lever shoulder press  v. 2,레버 숄더 프레스 브이. 2,delts,삼각근
shoulders,어깨,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/2318.gif,2318,lever shoulder press  v. 3,레버 숄더 프레스 브이. 3,delts,삼각근
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0604.gif,604,lever shrug,레버 슈러그,traps,승모근
lower legs,다리 하부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0605.gif,605,lever standing calf raise,레버 스탠딩 칼프 라이즈,calves,종아리
chest,가슴,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/3758.gif,3758,lever standing chest press,레버 스탠딩 체스트 프레스,pectorals,가슴
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0606.gif,606,lever t bar row,레버 티 바 로,upper back,등 상부
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1351.gif,1351,lever t-bar reverse grip row,레버 티 바 리버스 그립 로,upper back,등 상부
upper arms,팔 상부,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0607.gif,607,lever triceps extension,레버 트리셉스 익스텐션,triceps,삼두근
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1313.gif,1313,lever unilateral row,레버 유닐레이터럴 로,upper back,등 상부
back,등,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/0609.gif,609,london bridge,런던 브리지,upper back,등 상부
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3013.gif,3013,low glute bridge on floor,로 글루트 브리지 온 플로어,glutes,둔근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1352.gif,1352,lower back curl,로어 백 컬,spine,척추
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3582.gif,3582,lunge with jump,런지 위드 점프,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1688.gif,1688,lunge with twist,런지 위드 트위스트,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0613.gif,613,lying (side) quads stretch,라잉 (사이드) 쿼즈 스트레치,quads,대퇴사두근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2312.gif,2312,lying elbow to knee,라잉 엘보 투 니키,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0620.gif,620,lying leg raise flat bench,라잉 레그 라이즈 플랫 벤치,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0865.gif,865,lying leg-hip raise,라잉 레그 히프 라이즈,abs,복근
chest,가슴,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/1301.gif,1301,machine inner chest press,머신 이너 체스트 프레스,pectorals,가슴
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0624.gif,624,march sit (wall),마치 시트 (월),glutes,둔근
back,등,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1353.gif,1353,medicine ball catch and overhead throw,메디신 볼 캐치 앤드 오버헤드 스로,lats,광배
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1302.gif,1302,medicine ball chest pass,메디신 볼 체스트 패스,pectorals,가슴
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1303.gif,1303,medicine ball chest push from 3 point stance,메디신 볼 체스트 푸시 프롬 3 포인트 스탠스,pectorals,가슴
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1304.gif,1304,medicine ball chest push multiple response,메디신 볼 체스트 푸시 멀티플 레스폰스,pectorals,가슴
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1305.gif,1305,medicine ball chest push single response,메디신 볼 체스트 푸시 싱글 레스폰스,pectorals,가슴
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1312.gif,1312,medicine ball chest push with run release,메디신 볼 체스트 푸시 위드 런 릴리스,pectorals,가슴
upper arms,팔 상부,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1701.gif,1701,medicine ball close grip push up,메디신 볼 클로스 그립 푸시 업,triceps,삼두근
back,등,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1354.gif,1354,medicine ball overhead slam,메디신 볼 오버헤드 슬램,upper back,등 상부
upper arms,팔 상부,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/1750.gif,1750,medicine ball supine chest throw,메디신 볼 수핀 체스트 스로,triceps,삼두근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0627.gif,627,mixed grip chin-up,믹스드 그립 친 업,lats,광배
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3217.gif,3217,modified hindu push-up (male),모디파이드 힌두 푸시 업 (메일),pectorals,가슴
lower arms,팔 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1421.gif,1421,modified push up to lower arms,모디파이드 푸시 업 투 로어 암스,forearms,팔뚝
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0628.gif,628,monster walk,몬스터 워크,glutes,둔근
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0630.gif,630,mountain climber,마운틴 클라이머,cardiovascular system,심혈관계
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0631.gif,631,muscle up,뮤슬 업,lats,광배
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1401.gif,1401,muscle-up (on vertical bar),뮤슬 업 (온 버티컬 바),lats,광배
upper arms,팔 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/2328.gif,2328,narrow push-up on exercise ball,내로 푸시 업 온 엑서사이즈 볼,triceps,삼두근
neck,목,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1403.gif,1403,neck side stretch,넥 사이드 스트레치,levator scapulae,견갑거근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0634.gif,634,negative crunch,네거티브 크런치,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1495.gif,1495,oblique crunch v. 2,오블리크 크런치 브이. 2,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0635.gif,635,oblique crunches floor,오블리크 크런치스 플로어,abs,복근
upper arms,팔 상부,olympic barbell,올림픽 바벨,http://d205bpvrqc9yn1.cloudfront.net/0636.gif,636,olympic barbell hammer curl,올림픽 바벨 해머 컬,biceps,이두근
upper arms,팔 상부,olympic barbell,올림픽 바벨,http://d205bpvrqc9yn1.cloudfront.net/0637.gif,637,olympic barbell triceps extension,올림픽 바벨 트리셉스 익스텐션,triceps,삼두근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1355.gif,1355,one arm against wall,원 암 어게인스트 월,lats,광배
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0638.gif,638,one arm chin-up,원 암 친 업,lats,광배
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0639.gif,639,one arm dip,원 암 디아프,triceps,삼두근
waist,허리,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/0640.gif,640,one arm slam (with medicine ball),원 암 슬램 (위드 메디신 볼),abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1773.gif,1773,one arm towel row,원 암 타월 로,upper back,등 상부
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1386.gif,1386,one leg donkey calf raise,원 레그 동키 칼프 라이즈,calves,종아리
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1387.gif,1387,one leg floor calf raise,원 레그 플로어 칼프 라이즈,calves,종아리
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1476.gif,1476,one leg squat,원 레그 스쾃,glutes,둔근
waist,허리,weighted,원판,http://d205bpvrqc9yn1.cloudfront.net/0641.gif,641,otis up,오티스 업,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0642.gif,642,outside leg kick push-up,아웃사이드 레그 킥 푸시 업,glutes,둔근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0643.gif,643,overhead triceps stretch,오버헤드 트리셉스 스트레치,triceps,삼두근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3147.gif,3147,pelvic tilt,펠빅 틸트,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1422.gif,1422,pelvic tilt into bridge,펠빅 틸트 인투 브리지,glutes,둔근
lower legs,다리 하부,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/1388.gif,1388,peroneals stretch,페로닐스 스트레치,calves,종아리
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3662.gif,3662,pike-to-cobra push-up,파이크 투 코브라 푸시 업,glutes,둔근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1306.gif,1306,plyo push up,피엘라오 푸시 업,pectorals,가슴
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1687.gif,1687,posterior step to overhead reach,포스테리오 스텝 투 오버헤드 리치,abs,복근
lower legs,다리 하부,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/1389.gif,1389,posterior tibialis stretch,포스테리오 티비알리 스트레치,calves,종아리
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3119.gif,3119,potty squat,포티 스쾃,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3132.gif,3132,potty squat with support,포티 스쾃 위드 서포트,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0648.gif,648,power clean,파워 클린,hamstrings,햄스트링
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3665.gif,3665,power point plank,파워 포인트 플랑크,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3203.gif,3203,prisoner half sit-up (male),프리소너 하프 시트 업 (메일),abs,복근
waist,허리,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1707.gif,1707,prone twist on stability ball,프론 트위스트 온 스타빌리티 볼,abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0651.gif,651,pull up (neutral grip),풀 업 (뉴트럴 그립),lats,광배
waist,허리,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0650.gif,650,pull-in (on stability ball),풀 인 (온 스타빌리티 볼),abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0652.gif,652,pull-up,풀 업,lats,광배
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1689.gif,1689,push and pull bodyweight,푸시 앤드 풀 보디웨이트,pectorals,가슴
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3638.gif,3638,push to run,푸시 투 런,cardiovascular system,심혈관계
chest,가슴,bosu ball,보수 볼,http://d205bpvrqc9yn1.cloudfront.net/1307.gif,1307,push up on bosu ball,푸시 업 온 보수 볼,pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0662.gif,662,push-up,푸시 업,pectorals,가슴
chest,가슴,bosu ball,보수 볼,http://d205bpvrqc9yn1.cloudfront.net/0653.gif,653,push-up (bosu ball),푸시 업 (보수 볼),pectorals,가슴
chest,가슴,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0655.gif,655,push-up (on stability ball),푸시 업 (온 스타빌리티 볼),pectorals,가슴
chest,가슴,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0656.gif,656,push-up (on stability ball),푸시 업 (온 스타빌리티 볼),pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0659.gif,659,push-up (wall),푸시 업 (월),pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0658.gif,658,push-up (wall) v. 2,푸시 업 (월) 브이. 2,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0660.gif,660,push-up close-grip off dumbbell,푸시 업 클로스 그립 오프 덤벨,triceps,삼두근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0661.gif,661,push-up inside leg kick,푸시 업 인사이드 레그 킥,glutes,둔근
chest,가슴,medicine ball,메디슨 볼,http://d205bpvrqc9yn1.cloudfront.net/0663.gif,663,push-up medicine ball,푸시 업 메디신 볼,pectorals,가슴
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1467.gif,1467,push-up on lower arms,푸시 업 온 로어 암스,triceps,삼두근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3145.gif,3145,push-up plus,푸시 업 플러스,pectorals,가슴
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0664.gif,664,push-up to side plank,푸시 업 투 사이드 플랑크,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3533.gif,3533,quads,쿼즈,quads,대퇴사두근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3201.gif,3201,quarter sit-up,쿼터 시트 업,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3552.gif,3552,quick feet v. 2,퀵 피트 브이. 2,quads,대퇴사두근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0666.gif,666,raise single arm push-up,라이즈 싱글 암 푸시 업,pectorals,가슴
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0668.gif,668,rear decline bridge,리어 데클린 브리지,glutes,둔근
shoulders,어깨,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0669.gif,669,rear deltoid stretch,리어 델토이드 스트레치,delts,삼각근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0670.gif,670,rear pull-up,리어 풀 업,lats,광배
upper legs,다리 상부,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/1582.gif,1582,reclining big toe pose with rope,레클리닝 빅 토 포즈 위드 로프,hamstrings,햄스트링
upper legs,다리 상부,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3236.gif,3236,resistance band hip thrusts on knees (female),레지스턴스 밴드 히프 슈러스트 온 니스 (피메일),glutes,둔근
upper legs,다리 상부,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3007.gif,3007,resistance band leg extension,레지스턴스 밴드 레그 익스텐션,quads,대퇴사두근
upper arms,팔 상부,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3123.gif,3123,resistance band seated biceps curl,레지스턴스 밴드 시트 비셉스 컬,biceps,이두근
chest,가슴,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3124.gif,3124,resistance band seated chest press,레지스턴스 밴드 시트 체스트 프레스,pectorals,가슴
upper legs,다리 상부,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3006.gif,3006,resistance band seated hip abduction,레지스턴스 밴드 시트 히프 애덕션,abductors,외향근
shoulders,어깨,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3122.gif,3122,resistance band seated shoulder press,레지스턴스 밴드 시트 숄더 프레스,delts,삼각근
back,등,resistance band,저항 밴드,http://d205bpvrqc9yn1.cloudfront.net/3144.gif,3144,resistance band seated straight back row,레지스턴스 밴드 시트 스트레이트 백 로,upper back,등 상부
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0872.gif,872,reverse crunch,리버스 크런치,abs,복근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0672.gif,672,reverse dip,리버스 디아프,triceps,삼두근
back,등,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/0673.gif,673,reverse grip machine lat pulldown,리버스 그립 머신 랫 풀다운,lats,광배
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0674.gif,674,reverse grip pull-up,리버스 그립 풀 업,lats,광배
upper legs,다리 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0675.gif,675,reverse hyper extension (on stability ball),리버스 하이퍼 익스텐션 (온 스타빌리티 볼),glutes,둔근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1423.gif,1423,reverse hyper on flat bench,리버스 하이퍼 온 플랫 벤치,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3663.gif,3663,reverse plank with leg lift,리버스 플랑크 위드 레그 리프트,abs,복근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0677.gif,677,ring dips,링 디스와스,triceps,삼두근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2571.gif,2571,rocking frog stretch,로킹 프로그 스트레치,glutes,둔근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0678.gif,678,rocky pull-up pulldown,로키 풀 업 풀다운,lats,광배
back,등,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2208.gif,2208,roller back stretch,롤러 백 스트레치,spine,척추
waist,허리,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2204.gif,2204,roller body saw,롤러 바디 소,abs,복근
upper legs,다리 상부,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2205.gif,2205,roller hip lat stretch,롤러 히프 랫 스트레치,glutes,둔근
upper legs,다리 상부,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2202.gif,2202,roller hip stretch,롤러 히프 스트레치,glutes,둔근
waist,허리,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2206.gif,2206,roller reverse crunch,롤러 리버스 크런치,abs,복근
chest,가슴,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2203.gif,2203,roller seated shoulder flexor depresor retractor,롤러 시트 숄더 플렉소 디프리서 리트랙터,pectorals,가슴
chest,가슴,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2209.gif,2209,roller seated single leg shoulder flexor depresor retractor,롤러 시트 싱글 레그 숄더 플렉소 디프리서 리트랙터,pectorals,가슴
back,등,roller,롤러,http://d205bpvrqc9yn1.cloudfront.net/2207.gif,2207,roller side lat stretch,롤러 사이드 랫 스트레치,lats,광배
back,등,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/0680.gif,680,rope climb,로프 클림,upper back,등 상부
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0685.gif,685,run,런,cardiovascular system,심혈관계
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0684.gif,684,run (equipment),런 (이퀴먼트),cardiovascular system,심혈관계
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1585.gif,1585,runners stretch,러너스 스트레치,hamstrings,햄스트링
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0687.gif,687,russian twist,러시안 트위스트,abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3012.gif,3012,scapula dips,스카퓰라 디스와스,traps,승모근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3021.gif,3021,scapula push-up,스카퓰라 푸시 업,serratus anterior,앞톱니근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0688.gif,688,scapular pull-up,스캐퓰러 풀 업,traps,승모근
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3219.gif,3219,scissor jumps (male),시저 점프스 (메일),cardiovascular system,심혈관계
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1390.gif,1390,seated calf stretch (male),시트 칼프 스트레치 (메일),calves,종아리
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1424.gif,1424,seated glute stretch,시트 글루트 스트레치,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0689.gif,689,seated leg raise,시트 레그 라이즈,abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0690.gif,690,seated lower back stretch,시트 로어 백 스트레치,lats,광배
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2567.gif,2567,seated piriformis stretch,시트 피리포르미스 스트레치,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0691.gif,691,seated side crunch (wall),시트 사이드 크런치 (월),abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1587.gif,1587,seated wide angle pose sequence,시트 와이드 앵글 포즈 시퀀스,hamstrings,햄스트링
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0697.gif,697,self assisted inverse leg curl,셀프 어시스티드 인버스 레그 컬,hamstrings,햄스트링
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1766.gif,1766,self assisted inverse leg curl,셀프 어시스티드 인버스 레그 컬,hamstrings,햄스트링
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0696.gif,696,self assisted inverse leg curl (on floor),셀프 어시스티드 인버스 레그 컬 (온 플로어),hamstrings,햄스트링
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3222.gif,3222,semi squat jump (male),세미 스쾃 점프 (메일),cardiovascular system,심혈관계
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3656.gif,3656,short stride run,쇼트 스트라이드 런,cardiovascular system,심혈관계
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1763.gif,1763,shoulder grip pull-up,숄더 그립 풀 업,lats,광배
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3699.gif,3699,shoulder tap,숄더 탭,abs,복근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0699.gif,699,shoulder tap push-up,숄더 탭 푸시 업,pectorals,가슴
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1774.gif,1774,side bridge hip abduction,사이드 브리지 히프 애덕션,abductors,외향근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0705.gif,705,side bridge v. 2,사이드 브리지 브이. 2,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0709.gif,709,side hip (on parallel bars),사이드 히프 (온 패럴렐 바르스),abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0710.gif,710,side hip abduction,사이드 히프 애덕션,abductors,외향근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1358.gif,1358,side lying floor stretch,사이드 라잉 플로어 스트레치,lats,광배
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3667.gif,3667,side lying hip adduction (male),사이드 라잉 히프 어덕션 (메일),adductors,내전근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1775.gif,1775,side plank hip adduction,사이드 플랑크 히프 어덕션,adductors,내전근
neck,목,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0716.gif,716,side push neck stretch,사이드 푸시 넥 스트레치,levator scapulae,견갑거근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0717.gif,717,side push-up,사이드 푸시 업,triceps,삼두근
lower arms,팔 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0721.gif,721,side wrist pull stretch,사이드 리스트 풀 스트레치,forearms,팔뚝
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0720.gif,720,side-to-side chin,사이드 투 사이드 친,lats,광배
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3213.gif,3213,side-to-side toe touch (male),사이드 투 사이드 토 터치 (메일),abs,복근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0725.gif,725,single arm push-up,싱글 암 푸시 업,pectorals,가슴
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3645.gif,3645,single leg bridge with outstretched leg,싱글 레그 브리지 위드 아웃트레치드 레그,glutes,둔근
